youtube_id,sentiment,sentiment_score,sentiment_magnitude
wkioolA3R4k,"{""documentSentiment"": {""magnitude"": 0, ""score"": 0}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Swindled by State Inaction: Tribals in Kerala\u2019s Attappady Want Their Land Back"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0, ""score"": 0}}]}",0,0
4dTHx35Eopg,"{""documentSentiment"": {""magnitude"": 0, ""score"": 0}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Pride Month: DU Students Holds Pride Parade For LGBTQ+ Rights | Ground Report"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0, ""score"": 0}}]}",0,0
BP7IJsJjHeo,"{""documentSentiment"": {""magnitude"": 0.2, ""score"": 0.2}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""\u201cBhagwa Love Trap\u201d: Muslim Women \u2018Seen With Hindu Men\u2019 Harassed, Attacked | \""Love Jihad\"""", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.2, ""score"": 0.2}}]}",0.2,0.2
ZHXXf3vaWZo,"{""documentSentiment"": {""magnitude"": 0, ""score"": 0}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Rahul Gandhi in America: Modi's Ministers in Disarray | Meenakshi Lekhi | Arfa"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0, ""score"": 0}}]}",0,0
SAHtkiAiI78,"{""documentSentiment"": {""magnitude"": 0.4, ""score"": -0.1}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Manipur\u2014Failure To Restore Order Seems Deliberate; Is RSS Targeting Churches?"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0, ""score"": 0}}, {""text"": {""content"": ""Why Is PM Modi Silent?"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.4, ""score"": -0.4}}]}",-0.1,0.4
FsHPAHZN0u0,"{""documentSentiment"": {""magnitude"": 0.1, ""score"": 0.1}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Manipur Crisis Taking A Very Dangerous Turn- Former MLA, R K Anand | Manipur Violence - Part 2"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.1, ""score"": 0.1}}]}",0.1,0.1
53BrhOqdsbA,"{""documentSentiment"": {""magnitude"": 0.4, ""score"": 0.4}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""United World Wrestling Condemns Wrestlers Arrest, Pledges Support for Protest"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.4, ""score"": 0.4}}]}",0.4,0.4
BlExuaFu1jw,"{""documentSentiment"": {""magnitude"": 0.1, ""score"": 0.1}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Manipur Violence: Tribal Solidarity Protest At Jantar Mantar Against Biren Singh\u2019s Government"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.1, ""score"": 0.1}}]}",0.1,0.1
slNbWZdpeiE,"{""documentSentiment"": {""magnitude"": 0, ""score"": 0}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Center for Narendra Modi Studies Gets New Building in Delhi: What Are It's Agendas?"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0, ""score"": 0}}]}",0,0
rfYYkvfA6TU,"{""documentSentiment"": {""magnitude"": 0, ""score"": 0}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Amit Shah in Manipur: Violence Continues, Arms Looted | When Will Conditions Improve?"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0, ""score"": 0}}]}",0,0
qOtgrOPuFsQ,"{""documentSentiment"": {""magnitude"": 0.2, ""score"": -0.2}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Fact-Check: The Sengol Was Never Labelled 'Walking Stick', Nor Kept At Anand Bhawan"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.2, ""score"": -0.2}}]}",-0.2,0.2
pYwyHgdO_Cg,"{""documentSentiment"": {""magnitude"": 0, ""score"": 0}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""One Rain Was Enough To Destroy Narendra Modi Stadium, the Apparent Best in The World"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0, ""score"": 0}}]}",0,0
3Zid6Gi3k78,"{""documentSentiment"": {""magnitude"": 0.5, ""score"": -0.5}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Delhi's Mandi Workers Lift Food at Starvation Wages And Lack Food Security"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.5, ""score"": -0.5}}]}",-0.5,0.5
Sthd3jsG11A,"{""documentSentiment"": {""magnitude"": 0.2, ""score"": 0.2}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Kukis Demand For President\u2019s Rule In Manipur As Violence Enters 27th Day"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.2, ""score"": 0.2}}]}",0.2,0.2
vta4hmblnO8,"{""documentSentiment"": {""magnitude"": 0, ""score"": 0}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Is It \""Beti Bachao\"" or Is It \""Bahubali Bachao\"", Wrestlers Ask PM Modi | Wrestler Protest"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0, ""score"": 0}}]}",0,0
NLgqLiqFAVQ,"{""documentSentiment"": {""magnitude"": 0.3, ""score"": -0.3}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""India\u2019s Ukraine Stand Inconsistent, Confusing, Contradictory and Even Hypocritical: Shashi Tharoor"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.3, ""score"": -0.3}}]}",-0.3,0.3
aMgpLv9eiR0,"{""documentSentiment"": {""magnitude"": 0, ""score"": 0}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Troubled Wrestlers & a Smiling Brijbhushan | Is the New Parliament a Symbol of Injustice?"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0, ""score"": 0}}]}",0,0
hM_U_uCsYcE,"{""documentSentiment"": {""magnitude"": 0.4, ""score"": -0.4}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Jantar-Mantar Empty After Wrestlers Face Detention, What Next?"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.4, ""score"": -0.4}}]}",-0.4,0.4
f6KyJwNcYRU,"{""documentSentiment"": {""magnitude"": 0.1, ""score"": 0.1}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Manipur Violence: What is The Ground Reality Before Amit Shah's Visit - Part 1"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.1, ""score"": 0.1}}]}",0.1,0.1
IBq0J0GDSvk,"{""documentSentiment"": {""magnitude"": 0.1, ""score"": 0.1}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Sengol Symbolizes Modi's Monarchical Pretensions, Mountbatten Story Ridiculous\u2014Prof Madhavan Palat"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.1, ""score"": 0.1}}]}",0.1,0.1
kNkYMN6TYi0,"{""documentSentiment"": {""magnitude"": 0, ""score"": 0}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Sengol in Parliament, Women Wrestlers on Street |  Police Brutality | Arfa Khanum | Wrestlers"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0, ""score"": 0}}]}",0,0
xHmVVFxd2aE,"{""documentSentiment"": {""magnitude"": 0.4, ""score"": 0}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Only Modi Visible At New Parliament Opening, Why Did PM Appear Like a King?"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.2, ""score"": -0.2}}, {""text"": {""content"": ""| Arfa Khanum"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.2, ""score"": 0.2}}]}",0,0.4
lvhqvHAsWWg,"{""documentSentiment"": {""magnitude"": 0.1, ""score"": 0.1}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""\""Savarkar Didn't Appeal For Mercy, He Begged For It\"": Niranjan Takle's Unapologetic Critique"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.1, ""score"": 0.1}}]}",0.1,0.1
Hc4_yUHA-A4,"{""documentSentiment"": {""magnitude"": 0, ""score"": 0}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Is DRDO Scientist Pradeep Kurulkar, Who Gave Intelligence To Pakistan Agent, A Member Of RSS?"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0, ""score"": 0}}]}",0,0
I3K9vfshzLc,"{""documentSentiment"": {""magnitude"": 0.3, ""score"": 0}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Is Amul\u2019s Dominance A Threat For Other Co-Operatives?"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.2, ""score"": -0.2}}, {""text"": {""content"": ""| MK Stalin vs Amit Shah"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.1, ""score"": 0.1}}]}",0,0.3
bBZPxD6xnvg,"{""documentSentiment"": {""magnitude"": 0.2, ""score"": 0.2}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""PM Modi Has Now Started Considering Himself As A King- Historian Ashok Kumar Pandey"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.2, ""score"": 0.2}}]}",0.2,0.2
tZElhScU-AU,"{""documentSentiment"": {""magnitude"": 0, ""score"": 0}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""\""PM Insulted a Tribal Woman President\"" | Gourav Vallabh | Arfa Khanum | Parliament"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0, ""score"": 0}}]}",0,0
8-r6_BeyD_I,"{""documentSentiment"": {""magnitude"": 0.2, ""score"": -0.2}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Manipur CM is Anti-Kuki, We Want Separate State, Will Fight For It, Says Head of Pro-BJP Kuki Group"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.2, ""score"": -0.2}}]}",-0.2,0.2
4uq2lst0WI8,"{""documentSentiment"": {""magnitude"": 0.6, ""score"": -0.6}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Modi Couldn't Curtail Corruption, Nor Could He Bring Back Black Money, Still \u20b92000 Note Withdrawn"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.6, ""score"": -0.6}}]}",-0.6,0.6
_kw3nYR7-Vo,"{""documentSentiment"": {""magnitude"": 0.3, ""score"": 0.3}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Modi \""Busy In Celebrations\"", Oppn Boycotts Parliament Inauguration"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.3, ""score"": 0.3}}]}",0.3,0.3
qeMYAtzTydw,"{""documentSentiment"": {""magnitude"": 0.2, ""score"": 0}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Personality Cult Or Real Issues?"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.1, ""score"": -0.1}}, {""text"": {""content"": ""Students Speak On Their Priorities For Lok Sabha 2024 Polls"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0, ""score"": 0}}]}",0,0.2
g9qWTflw2tI,"{""documentSentiment"": {""magnitude"": 0.1, ""score"": 0.1}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Will Kejriwal Manage To Get Out Of Modi's Trap | Arvind Kejriwal | LG | Lucknow Central"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.1, ""score"": 0.1}}]}",0.1,0.1
ojyHJ2I0hWw,"{""documentSentiment"": {""magnitude"": 0, ""score"": 0}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Australian Parliament Screens BBC's Documentary on Modi"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0, ""score"": 0}}]}",0,0
SYC3RxuUb8w,"{""documentSentiment"": {""magnitude"": 0.1, ""score"": 0.1}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""\""If Brijbhushan Is Not Arrested, Many More Would Be Encouraged\"" | Wrestlers Protest"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.1, ""score"": 0.1}}]}",0.1,0.1
-6u9B2QSqBk,"{""documentSentiment"": {""magnitude"": 0.1, ""score"": -0.1}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Rajasthan Police Files FIR Against Monu Manesar & 20 Others In Junaid-Nasir Murder Case"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.1, ""score"": -0.1}}]}",-0.1,0.1
zGkYi6ei3zg,"{""documentSentiment"": {""magnitude"": 0.2, ""score"": -0.2}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""\u2018Supreme Court will be Poorer in Terms of Intellect, Courage & Integrity without Justice KM Joseph\u2019"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.2, ""score"": -0.2}}]}",-0.2,0.2
hU8vwzcd2qU,"{""documentSentiment"": {""magnitude"": 0, ""score"": 0}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""One Month Of Wrestlers Protest: Candle March Taken Out From Jantar Mantar"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0, ""score"": 0}}]}",0,0
C8LDtND4pqs,"{""documentSentiment"": {""magnitude"": 0.1, ""score"": 0.1}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Bhim Army Chief Chandra Shekhar Azad On \u201cPoliticisation\u201d Of Wrestlers Protest"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.1, ""score"": 0.1}}]}",0.1,0.1
GH2dwR-uqpo,"{""documentSentiment"": {""magnitude"": 0.3, ""score"": -0.3}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Did Adani Get Clean Chit From SC Or Is Godi Media Twisting The Issue?"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.3, ""score"": -0.3}}]}",-0.3,0.3
WX03jfgYXYA,"{""documentSentiment"": {""magnitude"": 0.3, ""score"": 0.3}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""'Govt Treating The Poor As Its Biggest Enemy': Harsh Mander On Forceful Evictions Due To G20 Summit"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.3, ""score"": 0.3}}]}",0.3,0.3
8bfeeVIa7tg,"{""documentSentiment"": {""magnitude"": 0.6, ""score"": -0.6}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""5 Reasons Why Modi is Facing Sleepless Nights After Karnataka Election | Modi G7 | Kejriwal"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.6, ""score"": -0.6}}]}",-0.6,0.6
1CsQPyL4cpU,"{""documentSentiment"": {""magnitude"": 0.5, ""score"": 0.2}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Rushdie\u2019s Inspiring Words at PEN: Terrorism Must Not Terrorise Us."", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0, ""score"": 0}}, {""text"": {""content"": ""The Struggle Continues!"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.5, ""score"": 0.5}}]}",0.2,0.5
yiuAhQjhFS8,"{""documentSentiment"": {""magnitude"": 0.1, ""score"": -0.1}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Imran Fallout\u2014Pakistan Turmoil Worrying for India, Should Guard Against Spillovers: Amb TCA Raghavan"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.1, ""score"": -0.1}}]}",-0.1,0.1
IfnrRYVTgJ8,"{""documentSentiment"": {""magnitude"": 0, ""score"": 0}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Women Organisations Come in Support of Protesting Wrestlers at Jantar Mantar"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0, ""score"": 0}}]}",0,0
AaZHJWaRTSg,"{""documentSentiment"": {""magnitude"": 0.2, ""score"": -0.2}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Who Would Stand Up For Our Wrestlers If We Don't?: Chandra Shekhar Azad"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.2, ""score"": -0.2}}]}",-0.2,0.2
-5HsiKHeccQ,"{""documentSentiment"": {""magnitude"": 0, ""score"": 0}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""A Selfie, Nawab Malik's Letter & Everything Else Behind CBI's FIR On Sameer Wankhede | Aryan Khan"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0, ""score"": 0}}]}",0,0
L6Zqn0GFGGY,"{""documentSentiment"": {""magnitude"": 0.5, ""score"": 0}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Khalistanis in Canada are few & far between Ft."", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.3, ""score"": -0.3}}, {""text"": {""content"": ""Ujjal Dosanjh- Prominent Canadian Politician"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.2, ""score"": 0.2}}]}",0,0.5
wic2PRiIQdw,"{""documentSentiment"": {""magnitude"": 0.1, ""score"": 0.1}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Congress Wins Karnataka: Are They Benefiting From Politics of 'Backward' Caste?"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.1, ""score"": 0.1}}]}",0.1,0.1
a9jh4FvJ3f4,"{""documentSentiment"": {""magnitude"": 0, ""score"": 0}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""US Report Expresses Concern Over Religious Freedom In India | Aakar Patel"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0, ""score"": 0}}]}",0,0
cBylZF89hfc,"{""documentSentiment"": {""magnitude"": 0.2, ""score"": -0.2}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""'India is a Country That Worships Maa Durga, But Why Are We Disrespected?'"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.2, ""score"": -0.2}}]}",-0.2,0.2
gTuvTg-iszo,"{""documentSentiment"": {""magnitude"": 0.4, ""score"": -0.4}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Women Need Employment, Not Just Slogans From Modi | Women Employement"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.4, ""score"": -0.4}}]}",-0.4,0.4
SMdrZewQPOo,"{""documentSentiment"": {""magnitude"": 0.1, ""score"": 0.1}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Indira Loved Brits, Wanted The Nobel, Treated Ambassadors With Contempt, Filed Her Nails At Meetings"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.1, ""score"": 0.1}}]}",0.1,0.1
9wV-235R4gE,"{""documentSentiment"": {""magnitude"": 0, ""score"": 0}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Behind the Sweetness of Italy's Kiwi Fruit Lie the Trafficking and Exploitation of Indian Workers"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0, ""score"": 0}}]}",0,0
BDZeXMrwz_U,"{""documentSentiment"": {""magnitude"": 0.4, ""score"": -0.4}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Wrestlers Allege Govt-Appointed Committee Asked for Audio, Video Proof Against BJP MP"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.4, ""score"": -0.4}}]}",-0.4,0.4
t_2aUEPYsuI,"{""documentSentiment"": {""magnitude"": 1.1, ""score"": -0.2}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Karnataka has crushed Amit Shah's arrogance, is this the beginning of Modi Sarkar's end?"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.8, ""score"": -0.8}}, {""text"": {""content"": ""\u2014  Ram Guha"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.3, ""score"": 0.3}}]}",-0.2,1.1
pNoix8XQRsY,"{""documentSentiment"": {""magnitude"": 0.1, ""score"": -0.1}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Dr. Parakala Prabhakar says, 'PM Narendra Modi Staggeringly Incompetent'"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.1, ""score"": -0.1}}]}",-0.1,0.1
5kWXQtXKi5A,"{""documentSentiment"": {""magnitude"": 0.2, ""score"": 0}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Explained: Turkey's Runoff Election | Will Erdogan Be Defeated After 20 Years?"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0, ""score"": 0}}, {""text"": {""content"": ""| Turkiye Election"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.2, ""score"": 0.2}}]}",0,0.2
l1HCmodqQjY,"{""documentSentiment"": {""magnitude"": 0.1, ""score"": -0.1}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Will Sachin Pilot Disrupt Congress' Game in Rajasthan?"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.1, ""score"": -0.1}}]}",-0.1,0.1
J-Mq22DyjuU,"{""documentSentiment"": {""magnitude"": 0, ""score"": 0}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""\""BJP's Defeat in Karnataka is the beginning of 2024,\""Yashwant Sinha in conversation with Arfa Khanum"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0, ""score"": 0}}]}",0,0
IKPRNKVwFJ0,"{""documentSentiment"": {""magnitude"": 0.3, ""score"": 0}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Is Cricket The New Battleground For India-Pakistan Politics?"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.1, ""score"": -0.1}}, {""text"": {""content"": ""| Karan Thapar Live With Najam Sethi"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.2, ""score"": 0.2}}]}",0,0.3
vbX575SCSsw,"{""documentSentiment"": {""magnitude"": 0, ""score"": 0}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""The Kerala Story Sparks Communal Incident: Students Injured At Jammu's Medical College"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0, ""score"": 0}}]}",0,0
l9Fprbn3GdE,"{""documentSentiment"": {""magnitude"": 0.1, ""score"": 0.1}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""A Cricket Analogy Making Sense of SC's Maharashtra Verdict"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.1, ""score"": 0.1}}]}",0.1,0.1
WgKCEf7pvDU,"{""documentSentiment"": {""magnitude"": 0.6, ""score"": 0}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Who Will Be Karnataka CM?"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.2, ""score"": -0.2}}, {""text"": {""content"": ""A Look At Intertwining Political Careers Of DK Shivkumar & Siddaramaiah"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.4, ""score"": 0.4}}]}",0,0.6
R2oSCVQqGbU,"{""documentSentiment"": {""magnitude"": 0.5, ""score"": -0.5}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Meiteis Can Never Agree to Kuki Demand For Manipur Division\u2014Meitei MLA Nishikant Sapam Who Backs BJP"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.5, ""score"": -0.5}}]}",-0.5,0.5
KybNJG54Qh0,"{""documentSentiment"": {""magnitude"": 0.1, ""score"": 0}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Did Sameer Wankhede Demand a Rs. 25 Crore Bribe?"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0, ""score"": 0}}, {""text"": {""content"": ""| Aryan Khan | Sameer Wankhede | CBI"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.1, ""score"": 0.1}}]}",0,0.1
0k1UAj-mY7E,"{""documentSentiment"": {""magnitude"": 0.7, ""score"": -0.7}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""2.5 Lakh People Homeless After Demolition by Modi Govt,Is Govt Not Concerned About The Poor?"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.7, ""score"": -0.7}}]}",-0.7,0.7
NUeuk0gLFss,"{""documentSentiment"": {""magnitude"": 0, ""score"": 0}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Karnataka Victory Has Rejuvenated Oppn: Ready To Defeat Modi in 2024?"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0, ""score"": 0}}, {""text"": {""content"": ""| Karnataka Election"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0, ""score"": 0}}]}",0,0
34z75Tl164M,"{""documentSentiment"": {""magnitude"": 0, ""score"": 0}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Ten Things to Remember Amidst the Congress\u2019s Win and BJP's Defeat in Karnataka | #youtubeshorts"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0, ""score"": 0}}]}",0,0
eubi2kep6rs,"{""documentSentiment"": {""magnitude"": 0.2, ""score"": 0.2}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Decoding the Karnataka Election Results in 18 Charts"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.2, ""score"": 0.2}}]}",0.2,0.2
wud6q2kRyOI,"{""documentSentiment"": {""magnitude"": 0, ""score"": 0}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""'The Fight Was Against Corruption And We Have Won It' | Karnataka Election | Results | Congress"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0, ""score"": 0}}]}",0,0
4WPpzXVRHAg,"{""documentSentiment"": {""magnitude"": 0.1, ""score"": 0.1}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""BJP Faces BIG Defeat in Karnataka: Will 'Brand Rahul' Prevail Over 'Brand Modi'?"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.1, ""score"": 0.1}}]}",0.1,0.1
ufc4RevPT1s,"{""documentSentiment"": {""magnitude"": 0.1, ""score"": 0.1}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Ramachandra Guha On What The Karnataka Election Results Mean | Karan Thapar Live With Ram Guha"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.1, ""score"": 0.1}}]}",0.1,0.1
ciQpHwVfzmw,"{""documentSentiment"": {""magnitude"": 0, ""score"": 0}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Decoding the Karnataka Mandate With The Free Press | #KarnatakaElections"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0, ""score"": 0}}]}",0,0
K61nrZH-bYY,"{""documentSentiment"": {""magnitude"": 1, ""score"": 0.3}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Karnataka Election Results 2023 LIVE Updates | The Wire Live | BJP \u0964"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.2, ""score"": 0.2}}, {""text"": {""content"": ""Congress \u0964"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.4, ""score"": 0.4}}, {""text"": {""content"": ""JDS"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.3, ""score"": 0.3}}]}",0.3,1
cntJMqblzvE,"{""documentSentiment"": {""magnitude"": 0, ""score"": 0}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Despite the SC Order, Hateful Rallies In Maharashtra Persist, Citizens Group Demands Action | T Raja"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0, ""score"": 0}}]}",0,0
XOrW_M9obFs,"{""documentSentiment"": {""magnitude"": 0, ""score"": 0}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""SC Rules In Favour Of Kejriwal Govt, What Will Change In Delhi?"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0, ""score"": 0}}]}",0,0
