youtube_id,title,description,published_at,channel_youtube_id
D0IoTy1xvIo,Nora Fatehi and singer Rema groove to Naach Meri Jaan in Mumbai. #norafatehi #rema #viral #bollywood,,2023-05-14T09:30:29Z,UCg1nNKwJIeVUhxbtmqfVmgg
2z6hjeXzG5E,#Assam: Bongaigaon fan girl paint portrait of Zubeen Garg with wool,"Assam fan girl paint portrait of Zubeen Garg with wool

Jimi Devi, daughter of Hishuram Barman and Upma Barman...

needled a beautiful picture of Assam heartthrob Zubeen Garg

The portrait was completed within 20 days of relentless effort

Zubin Garg to perform in Bongaigaon today

Jimmy Devi hopes to gift Zubeen Garg the portrait

Jimmy has already made a bunch of images of Monalisa, 

Himanta Biswa Sarma with wool

https://www.facebook.com/IndiaTodayNE/?ref
https://twitter.com/IndiaTodayNE
https://www.instagram.com/indiatodayne/
https://www.indiatodayne.in/",2023-05-14T09:07:22Z,UCg1nNKwJIeVUhxbtmqfVmgg
zjx4Q1rilzo,#WATCH: Intense storm hits Bangladesh and Myanmar coast,"#cyclone #bangladesh #myanmar
Bangladesh's St Martin's island may go underwater temporarily

The landfall process started of Cyclone Mocha, 

Catastrophic winds and Storm surge in Rankine state

Visuals of destruction in Sittwe as Cyclone Mocha landfall process to start soon


https://www.facebook.com/IndiaTodayNE/?ref
https://twitter.com/IndiaTodayNE
https://www.instagram.com/indiatodayne/
https://www.indiatodayne.in/",2023-05-14T08:24:24Z,UCg1nNKwJIeVUhxbtmqfVmgg
46mviQt624I,Live ll Assam CM Himanta Biswa Sarma attending Phato Bihu in Dhakuakhana,Assam CM Himanta Biswa Sarma attending Phato Bihu in Dhakuakhana,2023-05-14T06:49:07Z,UCg1nNKwJIeVUhxbtmqfVmgg
4D7J6MU_ya4,#WATCH: Parineeti Chopra and Raghav Chadha look lovely in ivory ensembles,"Parineeti Chopra, Raghav Chadha Are Engaged! 

Actress's Brothers Distribute Sweets To Paps Post Ceremony

The duo are on cloud nine as they finally got engaged for a...

lifetime of love and togetherness on Saturday (May 13) in Delhi

https://www.facebook.com/IndiaTodayNE/?ref
https://twitter.com/IndiaTodayNE
https://www.instagram.com/indiatodayne/
https://www.indiatodayne.in/",2023-05-14T04:00:07Z,UCg1nNKwJIeVUhxbtmqfVmgg
71KNRIul-Vg,Assam: Severe erosion due to the swelling Ai river swallows up vast expanse of land in Bongaigaon,"Even before the Monsoon season hits the state, severe erosion due to the rising level of the Ai river has taken a violent turn in Kacharipeti under Bongaigaon district of Assam.
Vast expanse of land has already vanished since last year due to the severe erosion caused by the Ai river. 

https://www.facebook.com/IndiaTodayNE/?ref
https://twitter.com/IndiaTodayNE
https://www.instagram.com/indiatodayne/
https://www.indiatodayne.in/",2023-05-14T03:28:25Z,UCg1nNKwJIeVUhxbtmqfVmgg
JuKoJM4N8RM,"LIVE|| Assam CM Himanta Biswa Sarma addressing gathering from Bihaguri, Sonitpur","LIVE|| Assam CM Himanta Biswa Sarma addressing gathering from Chandranath Sarma Memorial HS School, Bihaguri, Sonitpur",2023-05-13T22:18:45Z,UCg1nNKwJIeVUhxbtmqfVmgg
7DPv3yCHW-c,"Kibithu village near China border gets 4G connectivity, marks a milestone in border infrastructure","Arunachal Pradesh's Kibithoo village, located on the India-China border, has received 4G network connectivity on May 13. This achievement is a result of the Universal Service Funded Scheme (USOF) project under the guidance of Prime Minister Narendra Modi. The first village of India, Kibithoo, is situated in the Anjaw district and is nearly 70 km north of the district headquarters at Hawai. It is also one of the easternmost permanently populated towns in India, located on the line of actual control (LAC).


https://www.facebook.com/IndiaTodayNE/?ref
https://twitter.com/IndiaTodayNE
https://www.instagram.com/indiatodayne/
https://www.indiatodayne.in/",2023-05-13T15:44:13Z,UCg1nNKwJIeVUhxbtmqfVmgg
lQ8sHcfi6es,Arunachal: Tragic accident in Papu Nalah of Naharlagun twin capital city claims young girl's life,"A tragic road accident occurred at around 5:30 pm near 2KM Papu Nallah, close to Legi wine factory. A truck bearing registration number AR 02B 5295 and a scooty bearing registration number AR 01N 0921 collided, resulting in the death of a young woman named Lt. Apu Nalo, aged 27 years.

https://www.facebook.com/IndiaTodayNE/?ref
https://twitter.com/IndiaTodayNE
https://www.instagram.com/indiatodayne/
https://www.indiatodayne.in/",2023-05-13T14:49:47Z,UCg1nNKwJIeVUhxbtmqfVmgg
M_riDdG8vCo,Arunachal Pradesh Congress Committee celebrates victory of Karnataka Assembly Elections,"The Arunachal Pradesh Congress Committee (APCC) celebrated the recent victory of the Congress party in the Karnataka Assembly Elections with great enthusiasm on May 13. 
APCC General Secretary Gyamar Tana, along with other prominent Congress workers, gathered at Rajiv Gandhi Bhawan in Itanagar to cut a cake and celebrate the momentous occasion.



https://www.facebook.com/IndiaTodayNE/?ref
https://twitter.com/IndiaTodayNE
https://www.instagram.com/indiatodayne/
https://www.indiatodayne.in/",2023-05-13T14:40:15Z,UCg1nNKwJIeVUhxbtmqfVmgg
EXS2EcNL92o,Arunachal Pradesh set to host South Asian Youth Table Tennis Championship 2023,"The South Asian Youth Table Tennis Championship 2023 is set to take place in Itanagar from May 14 to 17, with Union Law Minister and local MP of Arunachal East Parliamentary constituency to inaugurate the event. The championship will feature more than 100 athletes and officials from six countries - Bhutan, Bangladesh, India, Maldives, Sri Lanka, and Nepal


https://www.facebook.com/IndiaTodayNE/?ref
https://twitter.com/IndiaTodayNE
https://www.instagram.com/indiatodayne/
https://www.indiatodayne.in/",2023-05-13T13:39:10Z,UCg1nNKwJIeVUhxbtmqfVmgg
_MBJIySgds4,Assam Congress leader Debabrata Saikia claims BJP failed to lure common people,"Reacting to the thumping majority in the much anticipated Karnataka polls 2023, Assam Leader of Opposition, Debabrata Saikia, said that this time people did not fall into the trap of the saffron party's gimmicks.


https://www.facebook.com/IndiaTodayNE/?ref
https://twitter.com/IndiaTodayNE
https://www.instagram.com/indiatodayne/
https://www.indiatodayne.in/",2023-05-13T10:51:31Z,UCg1nNKwJIeVUhxbtmqfVmgg
BHN27dk1ljY,Manipur: Rapid Action Force deployed to restore peace and harmony in Imphal,"The 100 BN RAF Command of Sh. G.P.Uniyal was deployed for law and order duty in Imphal, Manipur by the orders of IGP (Ops) Directorate and IGP (RAF Sector) New Delhi 02 Coy.
The Rapid Action Force was deployed to restore peace and harmony in Imphal, Manipur, following the orders of the IGP (Ops) Directorate and IGP (RAF Sector) New Delhi 02 Coy. The 100 BN RAF Command of Sh. G.P.Uniyal was responsible for law and order duty in the area.


https://www.facebook.com/IndiaTodayNE/?ref
https://twitter.com/IndiaTodayNE
https://www.instagram.com/indiatodayne/
https://www.indiatodayne.in/",2023-05-13T10:41:57Z,UCg1nNKwJIeVUhxbtmqfVmgg
CO-qwxuwWxw,Assam and West Bengal police arrests Greater Behar Liberation Organisation chief Nirmal Rai,"Police in Assam and West Bengal have arrested Nirmal Rai (32), president of the Greater Behar Liberation Organisation (GCLO), in an operation based on a tip-off.


https://www.facebook.com/IndiaTodayNE/?ref
https://twitter.com/IndiaTodayNE
https://www.instagram.com/indiatodayne/
https://www.indiatodayne.in/",2023-05-13T07:37:35Z,UCg1nNKwJIeVUhxbtmqfVmgg
7iC6SnFNPJ4,#WATCH: Two elephant calves at Manas National Park in Assam take a bath in a pond,"#WATCH: Two elephant calves at Manas National Park in Assam take a bath in a pond to have a respite from the scorching heat.


https://www.facebook.com/IndiaTodayNE/?ref
https://twitter.com/IndiaTodayNE
https://www.instagram.com/indiatodayne/
https://www.indiatodayne.in/",2023-05-13T07:10:58Z,UCg1nNKwJIeVUhxbtmqfVmgg
cyFPNoVY2e4,#Bollywood actress Parineeti Chopra is all set for her engagement with politician Raghav Chadha.,"#Bollywood actress Parineeti Chopra is all set for her engagement with politician Raghav Chadha. Ahead of her engagement sister Priyanka Chopra Jonas lands in Delhi.

https://www.facebook.com/IndiaTodayNE/?ref
https://twitter.com/IndiaTodayNE
https://www.instagram.com/indiatodayne/
https://www.indiatodayne.in/",2023-05-13T05:44:37Z,UCg1nNKwJIeVUhxbtmqfVmgg
noOxEZs02mc,Meghalaya By-polls: UDP supporters celebrates as party leads in fourth round by 2815 votes,"The vote counting for the Scheduled Tribe reserved seat of the Sohiong constituency in the East Khasi Hills district of Meghalaya began on May 13 morning.

The United Democratic Party (UDP) is leading by a huge margin of 2815 votes with NPP trailing behind while Congress remains in the distant third. 

The polling for the Sohiong by-election was held on May 10, amid tight security arrangements.


https://www.facebook.com/IndiaTodayNE/?ref
https://twitter.com/IndiaTodayNE
https://www.instagram.com/indiatodayne/
https://www.indiatodayne.in/",2023-05-13T05:22:00Z,UCg1nNKwJIeVUhxbtmqfVmgg
VXoiAhCjQDY,"A wedding gown with over 50,000 Swarovski crystals sewn to it has broke the Guinness World Records","#WATCH: A wedding gown with over 50,000 Swarovski crystals sewn to it has broke the Guinness World Records for the most crystals on a bridal outfit.

https://www.facebook.com/IndiaTodayNE/?ref
https://twitter.com/IndiaTodayNE
https://www.instagram.com/indiatodayne/
https://www.indiatodayne.in/",2023-05-13T05:18:42Z,UCg1nNKwJIeVUhxbtmqfVmgg
SyHRwBhgUqc,#Assam: A major fire broke out at the Panbari branch office of the Bodo Sahitya Sabha in Chirang,"#Assam: A major fire broke out at the Panbari branch office of the Bodo Sahitya Sabha at Panbari market in Bijni of Chirang district on the night of May 12.

https://www.facebook.com/IndiaTodayNE/?ref
https://twitter.com/IndiaTodayNE
https://www.instagram.com/indiatodayne/
https://www.indiatodayne.in/",2023-05-13T04:58:30Z,UCg1nNKwJIeVUhxbtmqfVmgg
LVgWaWY---c,"Himanta Biswa Sarma abstains from making any statement on AIUDF-Congress, says 'better to stay away'","Assam Chief Minister Himanta Biswa Sarma abstains from making any statement on AIUDF-Congress, says 'better to stay away'

Assam Chief Minister Dr Himanta Biswa Sarma arrived at Makum Barekuri village in Tinsukia district on the night of May 12. 

https://www.facebook.com/IndiaTodayNE/?ref
https://twitter.com/IndiaTodayNE
https://www.instagram.com/indiatodayne/
https://www.indiatodayne.in/",2023-05-13T04:23:17Z,UCg1nNKwJIeVUhxbtmqfVmgg
WGflEPFwTgQ,"Manipur: Kuki MLAs demand separate administration in Manipur, claim state failed to protect people","In a major development to the going Manipur violence, the N Biren Singh-led- BJP government have received a major jolt.

Ten Manipuri legislators including seven from the saffron party belonging to the Kuki community have asserted that the state of Manipur has failed miserably to protect its people.

Further, the MLAs have now demanded the Union of India for a separate administration under the constitution of India in order to live peacefully as neighbours within the state of Manipur.


https://www.facebook.com/IndiaTodayNE/?ref
https://twitter.com/IndiaTodayNE
https://www.instagram.com/indiatodayne/
https://www.indiatodayne.in/",2023-05-12T16:48:11Z,UCg1nNKwJIeVUhxbtmqfVmgg
AFIWODGgvW8,Assam: BTR Chief Pramod Boro reviews developmental work and welfare of citizens in  Soraibil,"#btr #assam #pramodboro 

BTR Chief Pramod Boro on May 12 chaired a Constituency Visit Programme & Public Hearing at No. 5 Soraibil BTC Constituency at the Soraibil Community Hall to review the developmental progress of the constituency and the welfare of the citizens.




https://www.facebook.com/IndiaTodayNE/?ref
https://twitter.com/IndiaTodayNE
https://www.instagram.com/indiatodayne/
https://www.indiatodayne.in/",2023-05-12T14:32:10Z,UCg1nNKwJIeVUhxbtmqfVmgg
rdtvDlCXce0,Meitei Pangals gather in mass prayers for peace and prosperity in Manipur,"#manipur #manipurburning #meitii 

The indigenous Manipuri Muslims, also known as Meitei Pangals, came together on May 12 to hold mass prayers across the state of Manipur. The prayers were held to restore peace and prosperity in the state, which has been marred by communal tensions since May 3.


https://www.facebook.com/IndiaTodayNE/?ref
https://twitter.com/IndiaTodayNE
https://www.instagram.com/indiatodayne/
https://www.indiatodayne.in/",2023-05-12T13:47:18Z,UCg1nNKwJIeVUhxbtmqfVmgg
xddPtudWyhI,"#Entertainment: Ahead of Parineeti Chopra engagement,  the house is all decked up.",,2023-05-12T11:44:45Z,UCg1nNKwJIeVUhxbtmqfVmgg
bAFkBs8homw,Arunachal: Capital Complex DC urges citizens to refrain from bandh culture amidst 72-hour shutdown,"The Deputy Commissioner of Capital Complex, Talo Potom, on May 12 spoke exclusively to India Today about the situation amidst a 72-hour bandh call. In the interview, Potom urged citizens to refrain from the culture of bandhs, emphasizing that a few individuals cannot take the entire population for granted by confining them to their homes and hampering their work.


https://www.facebook.com/IndiaTodayNE/?ref
https://twitter.com/IndiaTodayNE
https://www.instagram.com/indiatodayne/
https://www.indiatodayne.in/",2023-05-12T11:21:06Z,UCg1nNKwJIeVUhxbtmqfVmgg
V7dRKDmeZJA,#WATCH: Bollywood diva Priyanka Chopra shared a throwback video from the Christmas eve of 2020.,"Bollywood diva Priyanka Chopra shared a throwback video from the Christmas eve of 2020. She was seen singing heartily along with her ‘Love Again’ co-stars.

https://www.facebook.com/IndiaTodayNE/?ref
https://twitter.com/IndiaTodayNE
https://www.instagram.com/indiatodayne/
https://www.indiatodayne.in/",2023-05-12T10:31:39Z,UCg1nNKwJIeVUhxbtmqfVmgg
c7Sox4GiBBM,#WATCH: Porsche sports car burns down to ashes after it rammed into a tree on Golcourse road,"#WATCH: Porsche sports car burns down to ashes after it rammed into a tree on Golcourse road near Sector 27 in Gurugram. The car was moving at an extreme speed, according to sources.

https://www.facebook.com/IndiaTodayNE/?ref
https://twitter.com/IndiaTodayNE
https://www.instagram.com/indiatodayne/
https://www.indiatodayne.in/",2023-05-12T07:42:09Z,UCg1nNKwJIeVUhxbtmqfVmgg
_WjdtWHiYIc,An incident took place at the construction site of a Bridge over the river Brahmaputra at Jogighopa,"The pole of the second bridge built near Narnarayan Bridge in Jogighopa was allegedly dissolved in the Hali River.


https://www.facebook.com/IndiaTodayNE/?ref
https://twitter.com/IndiaTodayNE
https://www.instagram.com/indiatodayne/
https://www.indiatodayne.in/",2023-05-12T07:15:48Z,UCg1nNKwJIeVUhxbtmqfVmgg
RcPvoeoBJ4I,#WATCH: A astrophotographer  took to his social media account to share the ‘most detailed image’,"#WATCH: Astrophotographer Andrew McCarthy took to his social media account to share the ‘most detailed image’, of the moon that was captured by him. 

According to him, he used two telescopes and over 2,80,000 individual photos to create the full size of the Moon.

https://www.facebook.com/IndiaTodayNE/?ref
https://twitter.com/IndiaTodayNE
https://www.instagram.com/indiatodayne/
https://www.indiatodayne.in/",2023-05-12T06:22:18Z,UCg1nNKwJIeVUhxbtmqfVmgg
szd6EYxjCak,#WATCH: A shocking incident was captured on a CCTV camera.,"Woman was found taking out petrol from a bike and then setting it on fire in Jaitpur police station area of Delhi’s South East District on the night of May 11. 

The locals caught her and handed her over to the police while she was attempting to set another bike on fire.

https://www.facebook.com/IndiaTodayNE/?ref
https://twitter.com/IndiaTodayNE
https://www.instagram.com/indiatodayne/
https://www.indiatodayne.in/",2023-05-12T05:54:48Z,UCg1nNKwJIeVUhxbtmqfVmgg
YMQWRPVKhMw,Assam: Patkai Hills lost its glory due to illegal coal mining,"Unabated illegal coal mining in the Ledo-Margherita region of Assam's Tinsukia district has caused the Patkai hills to lose its glory.

Ledo-Margherita nearly 571 kms from the capital Guwahati is naturally wealthy due to abundant coal found in the foothills of Patkai.


https://www.facebook.com/IndiaTodayNE/?ref
https://twitter.com/IndiaTodayNE
https://www.instagram.com/indiatodayne/
https://www.indiatodayne.in/",2023-05-12T05:25:02Z,UCg1nNKwJIeVUhxbtmqfVmgg
6MBXBueBqM0,#WATCH: Tiger nearly attacks tourists on a safari at Jim Corbett National Park,"#WATCH: Tiger nearly attacks tourists on a safari at Jim Corbett National Park

https://www.facebook.com/IndiaTodayNE/?ref
https://twitter.com/IndiaTodayNE
https://www.instagram.com/indiatodayne/
https://www.indiatodayne.in/",2023-05-12T03:51:10Z,UCg1nNKwJIeVUhxbtmqfVmgg
zllVm5DEK6k,"Arunachal: Second day of 72-hour bandh in Itanagar, 37 detained under UAPA","Itanagar is witnessing the second day of a 72-hour bandh called by social activists who were detained by the police. The total number of people detained under the Unlawful Activities Prevention Act (UAPA) 1967 has reached 37.


https://www.facebook.com/IndiaTodayNE/?ref
https://twitter.com/IndiaTodayNE
https://www.instagram.com/indiatodayne/
https://www.indiatodayne.in/",2023-05-11T14:41:33Z,UCg1nNKwJIeVUhxbtmqfVmgg
KrWIa7Mn5fU,Assam: Several students fall ill after taking tablets at government health camp in Guwahati school,"Several students fell ill after taking deworming tablets at a health camp organized by the health department at Ganesh Mandir Higher Secondary School in Kahanpara, Guwahati. The incident has caused widespread concern among parents and guardians, who are demanding answers from the school authorities and health department.


https://www.facebook.com/IndiaTodayNE/?ref
https://twitter.com/IndiaTodayNE
https://www.instagram.com/indiatodayne/
https://www.indiatodayne.in/",2023-05-11T13:38:38Z,UCg1nNKwJIeVUhxbtmqfVmgg
46A-f_l02CA,Assam Manipuri Students' Union claims conflict between Meitei and Kuki Chin tribe not with tribals.,"#manipur #manipurburning #meitei #watch 


The All Assam Manipuri Students' Union, Manipuri Peoples' Front, Manipuri Basti Meirapabi Womens' Association, and the World Meithi Council, Assa unit have strongly condemned the violence that took place in Manipur between the indigenous Meitei and the Kukis.


https://www.facebook.com/IndiaTodayNE/?ref
https://twitter.com/IndiaTodayNE
https://www.instagram.com/indiatodayne/
https://www.indiatodayne.in/",2023-05-11T11:51:45Z,UCg1nNKwJIeVUhxbtmqfVmgg
lTylnflUyrM,Assam: 50 fall ill in Goalpara due to suspected food poisoning,"Around 50 people, including women and children fell ill due to suspected food poisoning in Mariampur under Goalpara district in Assam.

https://www.facebook.com/IndiaTodayNE/?ref
https://twitter.com/IndiaTodayNE
https://www.instagram.com/indiatodayne/
https://www.indiatodayne.in/",2023-05-11T07:48:39Z,UCg1nNKwJIeVUhxbtmqfVmgg
fVdVhhymE-A,#Assam: The massive ancient hand impressions that are believed to be that of the Hindu deity Hanuman,"However, local people of the area have claimed that the site has not got the amount of importance that it deserves.


https://www.facebook.com/IndiaTodayNE/?ref
https://twitter.com/IndiaTodayNE
https://www.instagram.com/indiatodayne/
https://www.indiatodayne.in/",2023-05-11T07:36:06Z,UCg1nNKwJIeVUhxbtmqfVmgg
UwShK9nepTQ,#WATCH: On camera a man collapsed and died of a heart attack while dancing on a stage.,"#WATCH: A shocking incident was caught on camera in which a man collapsed and died of a heart attack while dancing on a stage. He was dancing at the wedding ceremony of his niece.

https://www.facebook.com/IndiaTodayNE/?ref
https://twitter.com/IndiaTodayNE
https://www.instagram.com/indiatodayne/
https://www.indiatodayne.in/",2023-05-11T05:13:28Z,UCg1nNKwJIeVUhxbtmqfVmgg
xrYT8VSiKo8,"#Assam: At the initiative of Balijan of Gohpur,20 pairs of brides and grooms got married","#Assam: At the initiative of Balijan Katkichuk Village Development Committee of Gohpur, 20 pairs of brides and grooms got married collectively at a mass community wedding in Gohpur, Assam.

https://www.facebook.com/IndiaTodayNE/?ref
https://twitter.com/IndiaTodayNE
https://www.instagram.com/indiatodayne/
https://www.indiatodayne.in/",2023-05-11T04:37:54Z,UCg1nNKwJIeVUhxbtmqfVmgg
pAYYPt5T5Oo,Pakistan Tareek-e-Insaf (PTI) supporters held a protest outside Pakistan Embassy in Washington,"#WATCH: Pakistan Tareek-e-Insaf (PTI) supporters held a protest outside Pakistan Embassy in Washington against the arrest of former Pakistan Prime Minister Imran Khan. 

They called for the release of the former Prime Minister and also raised slogans.

https://www.facebook.com/IndiaTodayNE/?ref
https://twitter.com/IndiaTodayNE
https://www.instagram.com/indiatodayne/
https://www.indiatodayne.in/",2023-05-11T03:26:00Z,UCg1nNKwJIeVUhxbtmqfVmgg
Osla80WUQak,Live II Assam CM attending launch ceremony of Chief Minister's Ayushman Assam Scheme,Assam CM Himanta Biswa Sarma attending launch ceremony of Chief Minister's Ayushman Assam Scheme,2023-05-10T23:53:00Z,UCg1nNKwJIeVUhxbtmqfVmgg
GxOLgYnA7L0,"Live|| Assam CM Himanta Biswa Sarma addressing a gathering at Narayanpur, Lakhimpur","Live|| Assam CM Himanta Biswa Sarma addressing a gathering at Narayanpur, Lakhimpur",2023-05-10T19:58:56Z,UCg1nNKwJIeVUhxbtmqfVmgg
KsKt5Rcv4ZY,Manipuri Association expresses unhappiness over the plight of Meitei Community settled in Manipur,"United Manipuri Association, Assam (UMAA), and on behalf of all the Meitei Community settled in different parts of the state humbly expressed their grief and unhappiness on the plight of the Meitei Community settled in Manipur. 


https://www.facebook.com/IndiaTodayNE/?ref
https://twitter.com/IndiaTodayNE
https://www.instagram.com/indiatodayne/
https://www.indiatodayne.in/",2023-05-10T15:53:00Z,UCg1nNKwJIeVUhxbtmqfVmgg
u2hKMtCPMtA,Manipur: Huge consignment of narcotic items seized in Imphal East,"Narcotics & Affairs of Border (NAB-PS) on May 10 carried recovered a huge quantity of narcotic items in Manipur's Imphal East District, an official statement said.   

As per the statement, acting on specific information, the NAB-PS conducted the raid and recovered 77 gunny bags containing suspected poppy seeds and a packet containing 520 grams of synthetic caffeine, and one transparent plastic packet containing 175 grams of Pseudoephedrine. 

https://www.facebook.com/IndiaTodayNE/?ref
https://twitter.com/IndiaTodayNE
https://www.instagram.com/indiatodayne/
https://www.indiatodayne.in/",2023-05-10T14:20:21Z,UCg1nNKwJIeVUhxbtmqfVmgg
Gt6eNoglIcI,Assam: Eviction drive in Sonitpur's Bura Chapori Wildlife Sanctuary turns tense,"A fight broke out between the forest official and local people after the former carried out an eviction drive again at Bura Chapori Wildlife Sanctuary in the Sonitpur district of Assam on May 10. 

The incident took place at Chitalmari No. 7 of Laokhowa Burhasapari Sanctuary.

The forest official had gone to demolish the houses which were reconstructed on the forest land at the eviction site. 
https://www.facebook.com/IndiaTodayNE/?ref
https://twitter.com/IndiaTodayNE
https://www.instagram.com/indiatodayne/
https://www.indiatodayne.in/",2023-05-10T13:30:25Z,UCg1nNKwJIeVUhxbtmqfVmgg
5fvCQDTUTNI,LIVE || Assam CM attending launch ceremony of Chief Minister's Ayushman Assam Scheme,Assam CM Himanta Biswa Sarma attending launch ceremony of Chief Minister's Ayushman Assam Scheme,2023-05-10T12:07:16Z,UCg1nNKwJIeVUhxbtmqfVmgg
MdnXq0hTCZM,#WATCH: Allegation of rampant corruption in drain construction reported from Juria,"Allegations of rampant corruption in drain construction 

at Samdhara Erabari market on Dumdumia Balisatra Road.

Locals alleged the contractor and engineers are

more concerned about their personal benefit.

No departmental authority have reviewed the construction work.

JCB driver is conducting the excavation on its own without taking measurements.


https://www.facebook.com/IndiaTodayNE/?ref
https://twitter.com/IndiaTodayNE
https://www.instagram.com/indiatodayne/
https://www.indiatodayne.in/",2023-05-10T10:56:01Z,UCg1nNKwJIeVUhxbtmqfVmgg
ifkKPcT6fsI,Assam: Police arrest one on charges of IPL betting in Rangia,"Assam Police in Rangia detained one person on charge of carrying out illegal IPL betting in Rangia on May 19.

As per sources, the arrested person has been identified as Niraj Jain who has been charged for conducting illegal gambling, IPL betting in Rangia for a very loong time.



https://www.facebook.com/IndiaTodayNE/?ref
https://twitter.com/IndiaTodayNE
https://www.instagram.com/indiatodayne/
https://www.indiatodayne.in/",2023-05-10T09:10:47Z,UCg1nNKwJIeVUhxbtmqfVmgg
4IfWlIxIbPs,Assam: Affected people of eviction drive raise voice against  government's action,"#assam #himantabiswasarma #evictiondrive #watch 


Several people gathered for a protest against the eviction drive carried out by the Assam government in February this year in Guwahat's Chachal area. During the protest, the protestors came down heavily on the government and alleged that the latter carried out eviction without proper notification.






https://www.facebook.com/IndiaTodayNE/?ref
https://twitter.com/IndiaTodayNE
https://www.instagram.com/indiatodayne/
https://www.indiatodayne.in/",2023-05-10T09:10:19Z,UCg1nNKwJIeVUhxbtmqfVmgg
166x8WUJ-kk,Manipur: Indian Army along with Assam Rifles revamps security architecture to maintain law and order,"A total of 128 Army and Assam Rifles columns, unmanned aerial vehicles and other aerial surveillance assets in adequate numbers to undertake 24x7 surveillance have been pressed into action.

https://www.facebook.com/IndiaTodayNE/?ref
https://twitter.com/IndiaTodayNE
https://www.instagram.com/indiatodayne/
https://www.indiatodayne.in/",2023-05-10T08:11:10Z,UCg1nNKwJIeVUhxbtmqfVmgg
a5rR3yhftFs,Sikkim University students stage pen-down agitation,"Sikkim University Students' Association (SUSA) has declared a pen-down protest on May 10, 2023, due to the failure of the university administration in providing a centralised and subsidised canteen at the place it was and other issues related to the student fraternity of Sikkim University.


https://www.facebook.com/IndiaTodayNE/?ref
https://twitter.com/IndiaTodayNE
https://www.instagram.com/indiatodayne/
https://www.indiatodayne.in/",2023-05-10T07:19:51Z,UCg1nNKwJIeVUhxbtmqfVmgg
4o95pt2kTjQ,#WATCH: Bajrang Dal workers recite Hanuman Chalisa in Jammu,"#WATCH: #Bajrang Dal workers recite #Hanuman #Chalisa in #Jammu

https://www.facebook.com/IndiaTodayNE/?ref
https://twitter.com/IndiaTodayNE
https://www.instagram.com/indiatodayne/
https://www.indiatodayne.in/",2023-05-10T06:35:42Z,UCg1nNKwJIeVUhxbtmqfVmgg
khIU2R4BFqI,#WATCH: One slow loris rescued in Kaliabor,"#WATCH: One slow loris rescued in Kaliabor

Some local youths rescued the monkey from the Borbhagiya area

https://www.facebook.com/IndiaTodayNE/?ref
https://twitter.com/IndiaTodayNE
https://www.instagram.com/indiatodayne/
https://www.indiatodayne.in/",2023-05-10T06:33:26Z,UCg1nNKwJIeVUhxbtmqfVmgg
XNYxmIj-sPE,"Live|| Assam CM Himanta Biswa Sarma Inauguration of  Madhabdev Kalakhetra at Narayanpur, Lakhimpur","Live|| Assam CM Himanta Biswa Sarma Inauguration of  Madhabdev Kalakhetra at Narayanpur, Lakhimpur",2023-05-10T04:52:57Z,UCg1nNKwJIeVUhxbtmqfVmgg
iDaAFzTA970,"Live||Assam CM Himanta Biswa Sarma Inauguration of  Madhabdev Kalakhetra at Narayanpur, Lakhimpur","Live||Assam CM Himanta Biswa Sarma Inauguration of  Madhabdev Kalakhetra at Narayanpur, Lakhimpur",2023-05-10T04:52:56Z,UCg1nNKwJIeVUhxbtmqfVmgg
3K5kEBB9-6Q,Arunachal: 72 hour capital bandh cripples normal life in Seppa town,"Impact of 72-bandh call visible in Seppa town in Easy Kameng district of Arunachal Pradesh


https://www.facebook.com/IndiaTodayNE/?ref
https://twitter.com/IndiaTodayNE
https://www.instagram.com/indiatodayne/
https://www.indiatodayne.in/",2023-05-10T04:42:40Z,UCg1nNKwJIeVUhxbtmqfVmgg
hO4r1LA49OA,Arunachal: Itanagar DC Talo Potom speaks to the media over the 72-Bandh call by social activists,"Itanagar Deputy Commissioner reviews law and order situation amid 72-bandh call by social activists over fulfillment of 13 points demand with reference to APPSC 

https://www.facebook.com/IndiaTodayNE/?ref
https://twitter.com/IndiaTodayNE
https://www.instagram.com/indiatodayne/
https://www.indiatodayne.in/",2023-05-10T04:02:06Z,UCg1nNKwJIeVUhxbtmqfVmgg
y-U5O8l8s1c,Arunachal Pradesh: Itanagar wears a deserted look following 72-hour bandh call,"Arunachal Pradesh capital Itanagar wore a deserted look as the capital witnessed it's first day of 72 hour long bandh call

The 72-hour capital bandh declared by few social activists regarding the fulfillment of 13 points demand in reference to APPSC crippled life in the Itanagar capital region.

https://www.facebook.com/IndiaTodayNE/?ref
https://twitter.com/IndiaTodayNE
https://www.instagram.com/indiatodayne/
https://www.indiatodayne.in/",2023-05-10T03:41:05Z,UCg1nNKwJIeVUhxbtmqfVmgg
FjwiIV1hDSg,"LIVE| Assam CM Himanta Biswa Sarma addressing press conference at No.1 State Guest House, Koinadhara","Assam CM Himanta Biswa Sarma addressing press conference at No.1 State Guest House, Koinadhara",2023-05-10T00:13:35Z,UCg1nNKwJIeVUhxbtmqfVmgg
U2pQm8IOWDk,Live ll Assam Chief Minister Himanta Biswa Sarma attending MoU signing at  Kalakhetra,Live ll Assam Chief Minister Himanta Biswa Sarma attending MoU signing at Srimanta Sankardev Kalakhetra,2023-05-09T20:05:08Z,UCg1nNKwJIeVUhxbtmqfVmgg
